1,1,2022-08-14,16:23:58.069234,42.1,25.9,9414,80,{}
3,1,2022-08-14,16:34:03.981054,31,27.8,9857,89.16666666666667,{}
4,1,2022-08-14,16:44:07.501296,30.9,27.9,10281,60.833333333333336,{}
5,1,2022-08-14,16:54:11.021848,31.3,27.6,10575,56.66666666666667,{}
6,1,2022-08-14,17:04:14.538733,31,27.7,10769,52.5,{}
7,1,2022-08-14,17:14:18.055252,31.3,27.6,10962,46.66666666666667,{}
8,1,2022-08-14,17:24:21.487551,31.5,27.6,11098,39.16666666666667,{}
9,1,2022-08-14,17:34:25.003535,31.5,27.6,11215,32.5,{}
10,1,2022-08-14,17:44:28.520164,31.6,27.5,11310,26.666666666666668,{}
11,1,2022-08-14,17:54:32.019729,31.3,27.5,11410,20,{}
12,1,2022-08-14,18:04:37.819238,31.6,27.2,11478,13.333333333333334,{}
13,1,2022-08-14,18:14:43.651472,31.8,27.1,11558,8.333333333333334,{}
14,1,2022-08-14,18:24:49.521635,31.8,26.9,11627,5.833333333333334,{}
15,1,2022-08-14,18:34:53.037925,31.9,26.9,11704,5,{}
16,1,2022-08-14,18:44:56.55449,32,26.8,11754,5,{}
17,1,2022-08-14,18:55:00.010658,32.1,26.6,11819,5,{}
18,1,2022-08-14,19:05:05.882253,31.9,26.6,11890,40,{}
19,1,2022-08-14,19:15:09.399716,32,26.6,11958,37.5,{}
20,1,2022-08-14,19:25:12.902712,32.5,26.4,12016,0,{}
21,1,2022-08-14,19:35:16.367239,31.8,26.4,12093,0,{}
22,1,2022-08-14,19:45:19.884009,32.6,26.2,12114,0,{}
23,1,2022-08-14,19:55:23.381692,32.8,26.1,12163,0,{}
24,1,2022-08-14,20:05:29.231193,33.1,25.9,12222,0,{}
25,1,2022-08-14,20:15:35.049378,34.2,25.7,12267,0,{}
27,1,2022-08-14,20:25:38.512264,34.2,25.8,12312,0,{}
28,1,2022-08-14,20:35:42.036354,34.6,25.7,12362,5.833333333333334,{}
29,1,2022-08-14,20:45:47.819991,35.6,25.6,12381,5.833333333333334,{}
30,1,2022-08-14,20:55:51.237142,35.3,25.7,12395,5.833333333333334,{}
31,1,2022-08-14,21:05:54.65879,36,25.5,12432,5.833333333333334,{}
32,1,2022-08-14,21:15:58.169223,36.2,25.5,12448,5.833333333333334,{}
33,1,2022-08-14,21:26:01.626826,37.5,25.4,12474,5.833333333333334,{}
34,1,2022-08-14,21:36:05.127173,37.6,25.4,12489,5.833333333333334,{}
35,1,2022-08-14,21:46:08.632125,36.3,25.4,12525,5.833333333333334,{}
36,1,2022-08-14,21:56:14.481073,39,25.3,12542,5.833333333333334,{}
37,1,2022-08-14,22:06:17.997471,39,25.2,12576,0,{}
38,1,2022-08-14,22:16:23.868271,40.2,25.1,12594,0,{}
39,1,2022-08-14,22:26:29.731044,40.3,25,12605,0,{}
40,1,2022-08-14,22:36:33.24753,40.2,25,12627,0,{}
41,1,2022-08-14,22:46:39.118295,40.3,24.9,12652,0,{}
42,1,2022-08-14,22:56:44.971137,40.1,24.9,12663,0,{}
43,1,2022-08-14,23:06:48.488099,40.2,24.8,12678,0,{}
44,1,2022-08-14,23:16:51.926964,38.6,24.8,12702,0,{}
45,1,2022-08-14,23:26:55.35394,40.4,24.7,12732,0,{}
46,1,2022-08-14,23:36:58.789753,38.3,24.5,12773,0,{}
47,1,2022-08-14,23:47:02.24859,40.4,24.6,12783,0,{}
48,1,2022-08-14,23:57:05.673039,40.2,24.6,12813,0,{}
49,1,2022-08-15,00:07:11.481193,38.6,24.4,12837,0,{}
50,1,2022-08-15,00:17:14.913074,38.5,24.4,12866,0,{}
52,1,2022-08-15,00:27:20.760672,40.8,24.4,12885,0,{}
53,1,2022-08-15,00:37:24.183472,40.8,24.3,12913,0,{}
54,1,2022-08-15,00:47:29.981223,38.9,24.3,12935,0,{}
55,1,2022-08-15,00:57:33.433925,39.1,24.3,12951,0,{}
56,1,2022-08-15,01:07:36.950403,37.7,24.2,12978,0,{}
57,1,2022-08-15,01:17:42.72998,39.1,24.1,13017,0,{}
58,1,2022-08-15,01:27:48.60092,40.3,24,13040,0,{}
59,1,2022-08-15,01:37:52.019612,40.5,24,13068,0,{}
60,1,2022-08-15,01:47:55.48684,38.5,24.1,13100,0,{}
61,1,2022-08-15,01:57:59.004441,39.4,24,13129,0,{}
62,1,2022-08-15,02:08:04.828583,39.6,23.9,13152,0,{}
63,1,2022-08-15,02:18:10.69944,39.4,23.8,13186,0,{}
64,1,2022-08-15,02:28:16.570136,39.3,23.8,13216,0,{}
65,1,2022-08-15,02:38:20.086712,39.3,23.9,13234,0,{}
66,1,2022-08-15,02:48:23.603409,39.3,23.7,13258,0,{}
67,1,2022-08-15,02:58:27.120024,39.5,23.8,13298,0,{}
68,1,2022-08-15,03:08:32.990996,39.9,23.5,13399,0,{}
69,1,2022-08-15,03:18:36.508279,39.9,23.5,13409,0,{}
70,1,2022-08-15,03:28:42.378937,40,23.4,13441,0,{}
71,1,2022-08-15,03:38:45.886906,40.1,23.4,13491,0,{}
72,1,2022-08-15,03:48:49.33828,39.8,23.4,13563,0,{}
73,1,2022-08-15,03:58:52.792018,39.9,23.3,13108,0,{}
74,1,2022-08-15,04:08:58.65161,40.7,23.1,13100,0,{}
75,1,2022-08-15,04:19:02.16908,40.8,23.1,13199,0,{}
26,1,2022-08-14,20:24:08.178218,,,,,"{{f,f,f},{f,t,f}}"
51,1,2022-08-15,00:24:14.040763,,,,,"{{t,f,f},{t,f,f}}"
77,1,2022-08-15,04:29:08.040177,40.7,23,13199,0,{}
78,1,2022-08-15,04:39:13.909576,40.9,22.9,13157,0,{}
79,1,2022-08-15,04:49:19.771371,41.4,22.9,13159,0,{}
80,1,2022-08-15,04:59:23.208799,41.5,22.9,13180,0,{}
81,1,2022-08-15,05:09:26.72519,41.6,22.6,13230,0,{}
82,1,2022-08-15,05:19:30.170182,41.8,22.6,13192,0,{}
83,1,2022-08-15,05:29:36.041408,41.5,22.5,13313,0,{}
84,1,2022-08-15,05:39:39.490881,41.6,22.5,13230,0,{}
85,1,2022-08-15,05:49:45.26871,42.5,22.6,13287,0,{}
86,1,2022-08-15,05:59:51.139294,42.4,22.4,13307,0,{}
87,1,2022-08-15,06:09:56.980954,42.5,22.4,13251,0,{}
88,1,2022-08-15,06:20:00.423804,42.4,22.5,13266,0,{}
89,1,2022-08-15,06:30:03.898331,43,22.4,13271,0,{}
90,1,2022-08-15,06:40:09.731237,42.8,22.4,13282,0,{}
91,1,2022-08-15,06:50:15.599318,43.2,22.3,13302,0.8333333333333334,{}
92,1,2022-08-15,07:00:21.438943,43.1,22.3,13314,1.6666666666666667,{}
93,1,2022-08-15,07:10:24.888743,43,22.3,13400,4.166666666666667,{}
94,1,2022-08-15,07:20:30.73095,43.5,22.3,13395,13.333333333333334,{}
95,1,2022-08-15,07:30:34.151366,43.6,22.3,13342,15,{}
96,1,2022-08-15,07:40:37.651702,43.4,22.3,13345,10.833333333333334,{}
97,1,2022-08-15,07:50:41.13909,43.6,22.2,13371,12.5,{}
98,1,2022-08-15,08:00:46.981048,43.6,22,13379,14.166666666666668,{}
99,1,2022-08-15,08:10:50.496456,43.8,22.1,13398,15,{}
100,1,2022-08-15,08:20:53.950543,43.8,22.1,13400,15.833333333333334,{}
102,1,2022-08-15,08:30:57.377329,43.6,22.2,13400,17.5,{}
103,1,2022-08-15,08:41:03.231299,44.3,22.2,13419,18.333333333333336,{}
104,1,2022-08-15,08:51:06.748932,44.2,22.2,13420,19.166666666666668,{}
105,1,2022-08-15,09:01:12.618895,44.7,22.2,13430,19.166666666666668,{}
106,1,2022-08-15,09:11:16.127027,44.5,22.3,13440,20,{}
107,1,2022-08-15,09:21:21.961297,44.2,22.3,13455,22.5,{}
108,1,2022-08-15,09:31:25.477059,44.1,22.4,13446,25,{}
109,1,2022-08-15,09:41:28.941082,44.8,22.4,13458,27.5,{}
110,1,2022-08-15,09:51:34.730996,44.7,22.4,13462,30.833333333333336,{}
111,1,2022-08-15,10:01:38.247433,44.9,22.4,13467,34.16666666666667,{}
112,1,2022-08-15,10:11:41.687685,45.5,22.3,13472,37.5,{}
113,1,2022-08-15,10:21:47.55861,46.9,22.6,13480,40.833333333333336,{}
114,1,2022-08-15,10:31:51.096061,46.7,22.5,13503,44.16666666666667,{}
115,1,2022-08-15,10:41:54.527792,46.9,22.5,13514,46.66666666666667,{}
116,1,2022-08-15,10:51:58.048517,47.5,22.8,13493,47.5,{}
117,1,2022-08-15,11:02:01.488355,47.5,22.9,13499,49.16666666666667,{}
118,1,2022-08-15,11:12:04.917485,48,23,13552,49.16666666666667,{}
119,1,2022-08-15,11:22:10.731015,48,23.5,13510,49.16666666666667,{}
120,1,2022-08-15,11:32:14.248018,47.8,23.3,13516,49.16666666666667,{}
121,1,2022-08-15,11:42:20.118114,47.4,23.7,13506,48.333333333333336,{}
122,1,2022-08-15,11:52:25.981139,47.4,23.8,13519,47.5,{}
123,1,2022-08-15,12:02:29.497644,47.2,23.9,13528,45.833333333333336,{}
124,1,2022-08-15,12:12:32.929746,47.6,24,13532,45,{}
125,1,2022-08-15,12:22:36.437985,47.5,24.1,13613,43.333333333333336,{}
127,1,2022-08-15,12:32:42.271601,47.5,24.5,13566,41.66666666666667,{}
128,1,2022-08-15,12:42:45.787535,47.6,24.5,13549,40,{}
129,1,2022-08-15,12:52:49.24082,47.3,24.6,13545,40,{}
130,1,2022-08-15,13:02:52.678502,47.4,24.8,13557,40,{}
131,1,2022-08-15,13:12:56.150213,47,25,13557,39.16666666666667,{}
132,1,2022-08-15,13:22:59.645309,46.4,25,13578,39.16666666666667,{}
133,1,2022-08-15,13:33:05.481461,46.3,25.4,13577,40,{}
134,1,2022-08-15,13:43:08.94027,46.2,25.4,13603,39.16666666666667,{}
135,1,2022-08-15,13:53:12.3944,46.7,25.6,13585,39.16666666666667,{}
136,1,2022-08-15,14:03:15.820006,46.4,25.8,13593,39.16666666666667,{}
137,1,2022-08-15,14:13:19.288174,46,25.8,13592,38.333333333333336,{}
138,1,2022-08-15,14:23:22.727542,45.9,26.1,13587,37.5,{}
139,1,2022-08-15,14:33:28.598007,45.6,26.3,13596,36.66666666666667,{}
140,1,2022-08-15,14:43:32.06267,45.3,26.3,13480,35.833333333333336,{}
141,1,2022-08-15,14:53:35.579791,38.6,26.5,13462,56.66666666666667,{}
142,1,2022-08-15,15:03:41.450995,34.2,27.2,13474,56.66666666666667,{}
143,1,2022-08-15,15:13:44.940156,34.6,27.2,13482,58.333333333333336,{}
144,1,2022-08-15,15:23:48.380881,34.2,27.4,13480,59.16666666666667,{}
145,1,2022-08-15,15:33:51.89796,32.6,27.5,13491,59.16666666666667,{}
146,1,2022-08-15,15:43:57.67369,33,27.7,13467,58.333333333333336,{}
147,1,2022-08-15,15:54:01.099195,32.8,27.7,13482,56.66666666666667,{}
148,1,2022-08-15,16:04:04.571264,32.7,27.8,13483,55.833333333333336,{}
149,1,2022-08-15,16:14:08.087651,31.9,27.9,13493,53.333333333333336,{}
150,1,2022-08-15,16:24:13.92988,31.6,28,13494,50.833333333333336,{}
152,1,2022-08-15,16:34:19.738966,33.1,28,13475,46.66666666666667,{}
126,1,2022-08-15,12:24:31.504162,,,,,"{{f,f,f},{t,t,f}}"
153,1,2022-08-15,16:44:23.177326,33.1,28,13488,24.166666666666668,{}
154,1,2022-08-15,16:54:29.048565,35.7,27.9,13487,22.5,{}
155,1,2022-08-15,17:04:34.850864,36.8,27.9,13469,20.833333333333336,{}
156,1,2022-08-15,17:14:40.721516,36.8,27.8,13466,18.333333333333336,{}
157,1,2022-08-15,17:24:46.589981,37,27.9,13713,15,{}
158,1,2022-08-15,17:34:50.105746,36.8,27.8,13719,20,{}
159,1,2022-08-15,17:44:53.561595,37.4,27.8,13721,15.833333333333334,{}
160,1,2022-08-15,17:54:57.07804,37,27.7,13732,10.833333333333334,{}
161,1,2022-08-15,18:05:00.572373,37.3,27.6,13741,5.833333333333334,{}
162,1,2022-08-15,18:15:06.381547,37.4,27.4,13754,2.5,{}
163,1,2022-08-15,18:25:12.251483,37.4,27.3,13765,0.8333333333333334,{}
164,1,2022-08-15,18:35:15.688671,37.3,27.2,13785,0,{}
165,1,2022-08-15,18:45:21.558467,37.7,27,13795,0,{}
166,1,2022-08-15,18:55:27.429498,36.7,27,13808,0,{}
167,1,2022-08-15,19:05:33.299947,36.3,26.9,13817,0,{}
168,1,2022-08-15,19:15:36.758808,36.1,26.9,13840,0,{}
169,1,2022-08-15,19:25:42.629444,34.1,26.8,13850,0,{}
170,1,2022-08-15,19:35:46.136926,33.9,26.8,13872,0,{}
171,1,2022-08-15,19:45:49.653441,33.1,26.7,13882,0,{}
172,1,2022-08-15,19:55:53.169748,32.3,26.6,13898,0,{}
173,1,2022-08-15,20:05:58.978128,32.6,26.5,13932,0,{}
174,1,2022-08-15,20:16:04.761319,32.3,26.4,13931,0,{}
176,1,2022-08-15,20:26:08.278776,32.5,26.4,13941,0,{}
177,1,2022-08-15,20:36:14.149092,32.2,26.2,13962,0,{}
178,1,2022-08-15,20:46:20.019486,32.6,26.1,13979,0,{}
179,1,2022-08-15,20:56:23.437228,32.8,26,13990,0,{}
180,1,2022-08-15,21:06:29.308508,33,25.9,14000,0,{}
181,1,2022-08-15,21:16:35.179205,32.7,25.9,14087,0,{}
182,1,2022-08-15,21:26:38.63692,32.5,25.9,14012,0,{}
183,1,2022-08-15,21:36:42.152692,32.1,25.8,14033,0,{}
184,1,2022-08-15,21:46:45.582137,33.4,25.8,14045,0,{}
185,1,2022-08-15,21:56:49.099334,32.6,25.8,14058,0,{}
186,1,2022-08-15,22:06:52.581916,32.3,25.8,9495,0,{}
187,1,2022-08-15,22:16:56.098879,34.9,25.7,9489,0,{}
188,1,2022-08-15,22:27:01.968846,37.4,25.5,9499,0,{}
189,1,2022-08-15,22:37:05.484689,37.2,25.4,9535,0,{}
190,1,2022-08-15,22:47:09.00094,37.4,25.4,9578,0,{}
191,1,2022-08-15,22:57:12.517633,37.6,25.4,9608,0,{}
